codigodofundo,setor,precoatual,liquidezdiaria,dividendo,dividendyield,dy_3m_acumulado,dy_6m_acumulado,dy_12m_acumulado,dy_3m_media,dy_6m_media,dy_12m_media,dyano,variacaopreco,rentab_periodo,rentab_acumulada,patrimonioliq_,vpa,p/vpa,dypatrimonial,variacaopatrimonial,rentab_patr_noperiodo,rentab_patr_acumulada,vacanciafisica,vacanciafinanceira,quantidadeativos
EDFO11B,Lajes Corporativas,253.47,2.0,1.31,0.0053,0.017,0.0348,0.0687,0.005699999999999999,0.0058,0.005699999999999999,0.017,-0.008100000000000001,-0.0029,0.0084,50447701.23,213.76,1.19,,,,,0.0696,,1
CXCE11B,Outros,81.99,1017.0,0.92,0.011200000000000002,0.0305,0.056299999999999996,0.1056,0.0102,0.009399999999999999,0.0088,0.0305,-0.0564,-0.0458,-0.17489999999999997,138924560.26,81.1,1.01,,,,,0.0,,1
RBVO11,Outros,13.37,78.0,0.02,0.0018,0.0034999999999999996,0.0163,0.0454,0.0012,0.0027,0.0038,0.0034999999999999996,-0.1265,-0.125,-0.2054,11459669.38,22.22,0.6,,,,,,,0
STRX11,,,,62.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,312941691.31,20349.17,,,,,,,,0
MFII11,Híbrido,119.32,7988.0,0.97,0.008,0.0233,0.0472,0.0953,0.0078000000000000005,0.0079,0.0079,0.0233,-0.0746,-0.06709999999999999,-0.0717,389000781.95,119.69,1.0,,,,,,,9
MFAI11,Híbrido,99.35,1006.0,1.0,0.0095,0.0218,0.0579,0.0,0.0073,0.0097,0.0,0.0218,-0.013300000000000001,-0.0039000000000000003,-0.0876,28938852.33,95.45,1.04,,,,,,,0
FPAB11,Lajes Corporativas,255.0,20.0,1.2,0.0044,0.0127,0.0278,0.0644,0.0042,0.0046,0.0054,0.0127,-0.011200000000000002,-0.0068000000000000005,-0.073,336731136.11,448.97,0.57,,,,,0.39759999999999995,,1
TRXF11,Outros,106.3,14930.0,0.7,0.006500000000000001,0.019299999999999998,0.0401,0.07490000000000001,0.0064,0.0067,0.0062,0.019299999999999998,-0.0392,-0.033,0.0281,556826708.51,106.51,1.0,,,,,0.0,,43
VLOL11,Lajes Corporativas,103.39,1835.0,0.46,0.0045000000000000005,0.0125,0.024700000000000003,0.0513,0.0042,0.0040999999999999995,0.0043,0.0125,-0.021,-0.0166,0.0077,172931930.01,96.89,1.07,,,,,0.0,,1
PATC11,Lajes Corporativas,67.99,126714.0,0.31,0.0045000000000000005,0.0116,0.022099999999999998,0.0404,0.0039000000000000003,0.0037,0.0034000000000000002,0.0116,-0.2023,-0.19870000000000002,-0.17190000000000003,352879842.18,101.48,0.67,,,,,0.152,0.10300000000000001,5
AIEC11,Lajes Corporativas,88.0,1374.0,0.57,0.0063,0.018500000000000003,0.0,0.0,0.0062,0.0,0.0,0.018500000000000003,-0.0323,-0.026099999999999998,-0.0195,483147923.8,100.13,0.88,,,,,0.0,,2
PQDP11,Shoppings,2765.0,11.0,11.59,0.0042,0.0124,0.020499999999999997,0.046900000000000004,0.0040999999999999995,0.0034000000000000002,0.0039000000000000003,0.0096,-0.0368,-0.032799999999999996,-0.0275,859334636.21,3603.43,0.77,,,,,0.042,,1
FIIB11,Híbrido,506.99,672.0,3.1,0.0062,0.0172,0.0325,0.0572,0.005699999999999999,0.0054,0.0048,0.0118,-0.044000000000000004,-0.0381,-0.0326,303170409.65,442.58,1.15,,,,,0.0496,,1
JSRE11,Híbrido,93.53,35521.0,0.53,0.005600000000000001,0.0163,0.0329,0.061500000000000006,0.0054,0.0055000000000000005,0.0051,0.0163,-0.0341,-0.0287,-0.039,2362857677.32,113.78,0.82,,,,,0.109,0.078,5
HABT11,Títulos e Val. Mob.,118.61,23050.0,1.5,0.0125,0.0326,0.07150000000000001,0.1188,0.0109,0.011899999999999999,0.009899999999999999,0.0326,-0.0231,-0.011000000000000001,-0.0091,549419438.82,101.52,1.17,,,,,,,0
RDPD11,Títulos e Val. Mob.,83.6,115.0,0.47,0.005600000000000001,0.013300000000000001,0.0279,0.0548,0.0044,0.004699999999999999,0.0046,0.013300000000000001,0.0394,0.0453,0.0086,106360557.36,98.66,0.85,,,,,,,0
HGBS11,Shoppings,203.0,7665.0,0.4,0.002,0.0095,0.0173,0.0262,0.0032,0.0029,0.0022,0.0095,-0.0329,-0.031,-0.0527,2204183975.05,220.42,0.92,,,,,0.0739,,17
SDIL11,Logística,98.75,6457.0,0.6,0.006,0.0176,0.0352,0.0643,0.0059,0.0059,0.0054,0.0176,-0.0329,-0.0271,-0.024300000000000002,663866730.18,103.81,0.95,,,,,0.133,,3
KNSC11,Títulos e Val. Mob.,106.18,15592.0,0.91,0.0083,0.030899999999999997,0.0,0.0,0.0103,0.0,0.0,0.030899999999999997,0.024399999999999998,0.033,0.086,247954565.07,94.18,1.13,,,,,,,0
FIGS11,Shoppings,58.54,2980.0,0.1,0.0017000000000000001,0.0105,0.0229,0.0,0.0034999999999999996,0.0038,0.0,0.0105,-0.07730000000000001,-0.0757,-0.1073,268099624.64,94.07,0.62,,,,,0.121,,2
VIFI11,Títulos e Val. Mob.,88.1,4174.0,0.6,0.0068000000000000005,0.0197,0.039,0.0,0.0066,0.006500000000000001,0.0,0.0197,-0.0527,-0.0462,-0.0415,285966945.52,101.68,0.87,,,,,,,0
VILG11,Logística,118.02,47444.0,0.45,0.0038,0.013600000000000001,0.0265,0.0537,0.0045000000000000005,0.0044,0.0045000000000000005,0.013600000000000001,-0.0446,-0.040999999999999995,-0.0115,1235871215.46,114.85,1.03,,,,,0.01,,12
VCJR11,Títulos e Val. Mob.,103.0,16060.0,0.6,0.005699999999999999,0.0196,0.04769999999999999,0.0771,0.006500000000000001,0.0079,0.0064,0.0196,-0.0046,0.0011,0.0101,1126359596.54,99.11,1.04,,,,,,,0
TGAR11,Outros,135.15,22007.0,1.3,0.0095,0.0259,0.0526,0.1047,0.0086,0.0088,0.0087,0.0259,-0.043899999999999995,-0.0348,-0.0217,960887193.37,129.87,1.04,,,,,,,0
KFOF11,Títulos e Val. Mob.,94.01,4794.0,0.55,0.0058,0.0161,0.0296,0.0593,0.0054,0.0049,0.0049,0.0161,-0.066,-0.060599999999999994,-0.0575,484804703.22,106.94,0.88,,,,,,,0
KNRI11,Híbrido,153.47,19518.0,0.69,0.0045000000000000005,0.0132,0.0254,0.049100000000000005,0.0044,0.0042,0.0040999999999999995,0.0132,-0.0351,-0.0308,-0.0316,3767378833.72,156.05,0.98,,,,,0.0654,0.1175,20
MXRF11,Híbrido,10.32,784916.0,0.08,0.0077,0.0226,0.0407,0.0799,0.0075,0.0068000000000000005,0.0067,0.0226,-0.037000000000000005,-0.0296,0.0016,1837655852.11,10.07,1.02,,,,,,,0
HUSC11,Outros,135.5,151.0,0.73,0.0053,0.0148,0.029300000000000003,0.051,0.0049,0.0049,0.0043,0.0148,-0.1073,-0.1025,-0.0933,103100792.69,129.75,1.04,,,,,,,0
BCRI11,Títulos e Val. Mob.,112.89,13903.0,1.15,0.0101,0.0265,0.0562,0.09820000000000001,0.0088,0.009399999999999999,0.008199999999999999,0.0265,0.005,0.0151,-0.0095,472576027.05,107.4,1.05,,,,,,,0
HSML11,Shoppings,87.34,35724.0,0.16,0.0018,0.0113,0.026699999999999998,0.042800000000000005,0.0038,0.0045000000000000005,0.0036,0.0113,-0.045899999999999996,-0.0441,-0.09210000000000002,1533943856.6,97.2,0.9,,,,,0.065,,5
XPPR11,Outros,67.81,25148.0,0.48,0.006999999999999999,0.019799999999999998,0.0424,0.09300000000000001,0.0066,0.0070999999999999995,0.0078000000000000005,0.019799999999999998,-0.0285,-0.0217,-0.1333,640552333.97,87.55,0.77,,,,,0.2,,4
VSHO11,Shoppings,70.45,89.0,0.1,0.0014000000000000002,0.004,0.0073,0.042300000000000004,0.0013,0.0012,0.0034999999999999996,0.004,-0.0611,-0.059800000000000006,-0.13140000000000002,210269828.49,100.19,0.7,,,,,0.0681,,3
XPLG11,Logística,115.95,43371.0,0.59,0.0051,0.0147,0.0285,0.0559,0.0049,0.0048,0.004699999999999999,0.0147,-0.0359,-0.031,-0.0281,2979473492.54,109.94,1.05,,,,,0.09,0.04,13
GTWR11,Lajes Corporativas,106.2,7828.0,0.67,0.0063,0.0189,0.0368,0.0722,0.0063,0.0060999999999999995,0.006,0.0189,0.0,0.0063,0.0055000000000000005,1209916197.62,100.83,1.05,,,,,0.0,0.0,1
BPFF11,Títulos e Val. Mob.,76.87,14611.0,0.57,0.0074,0.0217,0.041100000000000005,0.0771,0.0072,0.0068000000000000005,0.0064,0.0217,-0.0254,-0.0182,-0.0202,388909859.86,86.57,0.89,,,,,,,0
RBFF11,Títulos e Val. Mob.,67.65,5164.0,0.5,0.0074,0.0191,0.0414,0.0791,0.0064,0.0069,0.0066,0.0191,-0.0647,-0.057800000000000004,-0.0812,280730877.03,74.92,0.9,,,,,,,0
BRCO11,Logística,111.2,19379.0,0.54,0.0048,0.014499999999999999,0.028300000000000002,0.0554,0.0048,0.004699999999999999,0.0046,0.014499999999999999,-0.0070999999999999995,-0.0023,-0.0068000000000000005,1602649105.07,108.44,1.03,,,,,0.035,,10
CTXT11,Lajes Corporativas,29.45,175.0,0.05,0.0017000000000000001,0.0058,0.0241,0.0706,0.0019,0.004,0.0059,0.0058,-0.10369999999999999,-0.10220000000000001,-0.2325,125470164.41,48.36,0.61,,,,,0.58,,1
ARRI11,Títulos e Val. Mob.,99.68,1804.0,1.15,0.0115,0.035,0.061200000000000004,0.09480000000000001,0.011699999999999999,0.0102,0.0079,0.035,-0.0118,-0.0004,0.0877,37390438.73,95.29,1.05,,,,,,,0
SHPH11,Shoppings,818.01,90.0,1.63,0.002,0.0103,0.0227,0.0311,0.0034000000000000002,0.0038,0.0026,0.0103,-0.025,-0.0231,-0.005699999999999999,499405888.72,820.11,1.0,,,,,0.109,,1
LASC11,Shoppings,95.4,3.0,0.48,0.005,0.015600000000000001,0.0294,0.0,0.0052,0.0049,0.0,0.015600000000000001,-0.0062,-0.0012,-0.0213,259722486.91,103.14,0.92,,,,,0.035,,3
BARI11,Títulos e Val. Mob.,108.9,121418.0,1.1,0.0097,0.0416,0.0794,0.12300000000000001,0.0139,0.0132,0.0102,0.0416,-0.0060999999999999995,0.0034999999999999996,0.034,404049504.09,101.52,1.07,,,,,,,0
HGRU11,Híbrido,124.25,33429.0,0.68,0.0055000000000000005,0.0161,0.032400000000000005,0.0653,0.0054,0.0054,0.0054,0.0161,-0.0321,-0.0268,-0.0217,2169541787.07,117.87,1.05,,,,,0.0,0.0,16
HGLG11,Logística,174.65,30001.0,0.78,0.0044,0.0131,0.0371,0.0621,0.0044,0.0062,0.0052,0.0131,-0.0168,-0.0125,-0.0075,2718769806.08,147.46,1.18,,,,,0.152,0.066,17
HGPO11,Lajes Corporativas,217.28,5320.0,1.01,0.0045000000000000005,0.013300000000000001,0.026099999999999998,0.052300000000000006,0.0044,0.0044,0.0044,0.013300000000000001,-0.0245,-0.02,-0.024300000000000002,401396002.52,243.27,0.89,,,,,0.0173,0.0175,2
SADI11,Títulos e Val. Mob.,82.12,3507.0,0.19,0.0023,0.0074,0.013600000000000001,0.0313,0.0025,0.0023,0.0026,0.0074,0.0516,0.0541,0.0687,319276170.35,100.39,0.82,,,,,,,0
HSLG11,Logística,109.26,7379.0,0.58,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,-0.0169,-0.0118,-0.011000000000000001,1335106598.82,105.46,1.04,,,,,0.055,,0
RBCO11,Lajes Corporativas,66.4,5431.0,0.42,0.0060999999999999995,0.019299999999999998,0.038,0.0673,0.0064,0.0063,0.005600000000000001,0.019299999999999998,-0.10220000000000001,-0.0967,-0.1754,387794858.07,102.62,0.65,,,,,0.35,0.11,4
IFIE11,Títulos e Val. Mob.,97.5,637.0,0.45,0.0045000000000000005,0.013300000000000001,0.0,0.0,0.0044,0.0,0.0,0.013300000000000001,-0.0077,-0.0032,0.06849999999999999,83347472.85,92.56,1.05,,,,,,,0
LUGG11,Residencial,96.39,165.0,0.49,0.0051,0.0147,0.027999999999999997,0.0553,0.0049,0.004699999999999999,0.0046,0.0147,-0.0421,-0.037200000000000004,-0.0279,98835981.01,109.82,0.88,,,,,0.027000000000000003,,4
LVBI11,Logística,111.21,34055.0,0.52,0.0046,0.013000000000000001,0.0226,0.0538,0.0043,0.0038,0.0045000000000000005,0.0085,-0.0339,-0.029500000000000002,-0.0256,1296790012.0,110.13,1.01,,,,,0.027999999999999997,,8
PVBI11,Lajes Corporativas,95.55,20295.0,0.5,0.0052,0.0154,0.03,0.0,0.0051,0.005,0.0,0.0103,-0.012,-0.0069,-0.0018,937392732.6,96.44,0.99,,,,,0.0,0.0,2
VVPR11,Híbrido,100.73,117.0,0.63,0.0062,0.019,0.0361,0.0717,0.0063,0.006,0.006,0.012199999999999999,-0.0132,-0.0070999999999999995,-0.0011,231175566.98,100.26,1.0,,,,,0.0,,4
MALL11,Shoppings,95.79,14580.0,0.45,0.004699999999999999,0.0166,0.0339,0.0471,0.0055000000000000005,0.005699999999999999,0.0039000000000000003,0.0166,-0.051100000000000007,-0.0467,-0.08199999999999999,796410355.29,105.34,0.91,,,,,0.03,,7
XPCI11,Outros,96.94,36358.0,0.9,0.009399999999999999,0.0265,0.048600000000000004,0.08800000000000001,0.0088,0.008100000000000001,0.0073,0.0265,0.0063,0.015700000000000002,0.019299999999999998,639054044.8,97.31,1.0,,,,,,,0
VRTA11,Títulos e Val. Mob.,113.35,20751.0,0.9,0.0078000000000000005,0.0235,0.0446,0.0824,0.0078000000000000005,0.0074,0.0069,0.0235,-0.0036,0.0042,0.0163,1008122200.78,100.81,1.12,,,,,,,0
OUJP11,Títulos e Val. Mob.,105.71,6836.0,0.65,0.0060999999999999995,0.02,0.0431,0.0747,0.0067,0.0072,0.0062,0.02,0.05,0.056299999999999996,0.0103,237251658.8,103.89,1.02,,,,,,,0
HFOF11,Títulos e Val. Mob.,100.05,159844.0,0.56,0.005600000000000001,0.016200000000000003,0.0339,0.0726,0.0054,0.005699999999999999,0.0060999999999999995,0.016200000000000003,-0.025699999999999997,-0.0203,-0.0181,2090069815.3,97.0,1.03,,,,,,,0
RBRS11,,80.0,164.0,0.4,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,-0.1106,-0.10619999999999999,-0.1284,101034869.38,96.72,0.83,,,,,,,0
VISC11,Shoppings,108.87,24730.0,0.18,0.0016,0.0116,0.023700000000000002,0.0355,0.0039000000000000003,0.0039000000000000003,0.003,0.0116,-0.0364,-0.0348,-0.0444,1703597083.66,119.37,0.91,,,,,0.07400000000000001,,15
KNHY11,Títulos e Val. Mob.,114.45,6910.0,1.12,0.0098,0.0334,0.060899999999999996,0.0872,0.0111,0.0101,0.0073,0.0334,-0.0192,-0.0097,0.052199999999999996,1106277847.97,103.48,1.11,,,,,,,0
HLOG11,Logística,116.19,6765.0,0.63,0.0054,0.016,0.033,0.0637,0.0053,0.0055000000000000005,0.0053,0.016,-0.011899999999999999,-0.0066,-0.0017000000000000001,510277875.14,120.07,0.97,,,,,0.598,,3
KNIP11,Títulos e Val. Mob.,115.35,73845.0,1.02,0.0088,0.030299999999999997,0.057800000000000004,0.0917,0.0101,0.0096,0.0076,0.030299999999999997,-0.0002,0.0086,0.050499999999999996,4884362522.99,103.63,1.11,,,,,,,0
HPDP11,Shoppings,82.0,105.0,0.03,0.0004,0.0063,0.0176,0.028900000000000002,0.0021,0.0029,0.0024,0.0063,-0.051699999999999996,-0.0513,-0.0302,292814551.97,100.66,0.81,,,,,0.045,,1
KNCR11,Títulos e Val. Mob.,93.01,32968.0,0.33,0.0034999999999999996,0.0095,0.020499999999999997,0.039900000000000005,0.0032,0.0034000000000000002,0.0033,0.0095,0.046,0.049699999999999994,0.0629,3841149711.94,98.25,0.95,,,,,,,0
HREC11,,103.0,2348.0,0.8,0.0077,0.015,0.0,0.0,0.005,0.0,0.0,0.015,0.0073,0.015,0.022400000000000003,89484442.35,99.21,1.04,,,,,,,0
VINO11,Lajes Corporativas,61.5,25079.0,0.45,0.0073,0.0216,0.039900000000000005,0.0788,0.0072,0.0067,0.0066,0.0216,-0.0034000000000000002,0.0039000000000000003,-0.0103,767092998.33,60.53,1.02,,,,,0.037000000000000005,,9
ABCP11,Shoppings,79.0,2358.0,0.05,0.0006,0.013000000000000001,0.0269,0.039599999999999996,0.0043,0.0045000000000000005,0.0033,0.013000000000000001,0.0182,0.018799999999999997,0.019,1075455180.07,88.12,0.9,,,,,0.025,,1
PQAG11,Logística,68.0,4.0,0.36,0.0053,0.015300000000000001,0.0,0.0,0.0051,0.0,0.0,0.015300000000000001,-0.0417,-0.0366,-0.0206,760743499.81,54.37,1.25,,,,,0.0,,1
RNDP11,Títulos e Val. Mob.,829.99,2.0,4.2,0.0051,0.0132,0.0275,0.0496,0.0044,0.0046,0.0040999999999999995,0.0132,0.06,0.0654,0.0783,100750242.4,937.38,0.89,,,,,,,0
VOTS11,Títulos e Val. Mob.,84.45,2.0,0.44,0.0052,0.0131,0.026099999999999998,0.049800000000000004,0.0044,0.0043,0.0040999999999999995,0.0131,0.0425,0.0479,0.056100000000000004,81813976.34,98.82,0.85,,,,,,,0
JFLL11,Residencial,95.5,453.0,0.62,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.0131,0.019799999999999998,-0.0493,140892284.13,93.89,1.02,,,,,0.3152,,2
PLCR11,Híbrido,94.98,3210.0,0.8,0.0083,0.0258,0.0481,0.0725,0.0086,0.008,0.006,0.0258,0.0175,0.026000000000000002,0.0407,207246470.16,98.26,0.97,,,,,,,0
BBFI11B,Lajes Corporativas,2315.07,228.0,30.0,0.0125,0.0383,0.0665,0.1258,0.0128,0.0111,0.0105,0.0383,0.0803,0.09390000000000001,0.0999,329032935.3,2531.02,0.91,,,,,0.722,,2
RZTR11,Híbrido,102.05,36756.0,0.8,0.0078000000000000005,0.0235,0.0,0.0,0.0078000000000000005,0.0,0.0,0.0235,-0.0096,-0.0018,-0.0246,473429101.68,96.67,1.06,,,,,,,0
NEWL11,Híbrido,103.2,9816.0,0.9,0.0087,0.025699999999999997,0.0513,0.07519999999999999,0.0086,0.0085,0.0063,0.025699999999999997,-0.0187,-0.0101,0.0017000000000000001,138208030.21,110.86,0.93,,,,,0.0,,1
RBVA11,Outros,110.47,17112.0,0.85,0.0077,0.023700000000000002,0.046799999999999994,0.08710000000000001,0.0079,0.0078000000000000005,0.0073,0.023700000000000002,-0.0023,0.0054,-0.0031,1325949622.08,114.42,0.97,,,,,0.006,,72
VTLT11,Logística,112.0,817.0,0.75,0.0067,0.0197,0.0382,0.0709,0.0066,0.0064,0.0059,0.0197,-0.0233,-0.0168,-0.0174,216143204.79,102.2,1.1,,,,,0.0,0.0,1
NVHO11,Hospital,15.14,577.0,0.07,0.004699999999999999,0.012199999999999999,0.0346,0.06309999999999999,0.0040999999999999995,0.0058,0.0053,0.012199999999999999,-0.0876,-0.0834,-0.2824,513029457.24,12.36,1.22,,,,,,,1
BBRC11,Outros,117.24,597.0,0.94,0.0079,0.0231,0.042800000000000005,0.0833,0.0077,0.0070999999999999995,0.0069,0.0231,-0.0151,-0.0073,-0.0393,179007336.92,112.58,1.04,,,,,0.054000000000000006,0.021,20
BBPO11,Lajes Corporativas,114.98,22900.0,1.08,0.009300000000000001,0.028300000000000002,0.0527,0.09609999999999999,0.009399999999999999,0.0088,0.008,0.028300000000000002,0.023799999999999998,0.0334,0.0384,1603242691.49,100.71,1.14,,,,,0.0,0.0,64
SPTW11,Lajes Corporativas,63.1,22219.0,5.15,0.0636,0.0843,0.1153,0.16510000000000002,0.0281,0.0192,0.0138,0.0843,-0.013000000000000001,0.049800000000000004,0.0098,124595321.77,69.3,0.91,,,,,0.0,,1
XPCM11,Lajes Corporativas,39.95,8184.0,0.38,0.009399999999999999,0.0253,0.0876,0.1788,0.0084,0.0146,0.0149,0.0253,-0.0049,0.0044,-0.2884,177102007.33,73.35,0.54,,,,,1.0,,1
RNGO11,Lajes Corporativas,64.32,4243.0,0.39,0.006,0.0179,0.037599999999999995,0.0733,0.006,0.0063,0.0060999999999999995,0.0179,0.0003,0.0064,-0.067,270755902.81,101.18,0.64,,,,,0.242,,3
TEPP11,Lajes Corporativas,83.71,7309.0,0.45,0.0052,0.0159,0.0325,0.06570000000000001,0.0053,0.0054,0.0055000000000000005,0.0159,-0.0287,-0.0236,-0.0347,400717948.48,94.91,0.88,,,,,0.19,,4
RBED11,Outros,143.02,2529.0,1.03,0.0070999999999999995,0.020499999999999997,0.0398,0.0767,0.0068000000000000005,0.0066,0.0064,0.020499999999999997,-0.037599999999999995,-0.030699999999999998,-0.0393,269085967.08,150.56,0.95,,,,,0.0,,5
URPR11,Outros,127.9,9780.0,2.87,0.0216,0.0553,0.1097,0.0,0.0184,0.0183,0.0,0.0553,0.037200000000000004,0.0596,0.08539999999999999,76934986.73,101.94,1.25,,,,,,,0
PATL11,Híbrido,91.55,8037.0,0.57,0.0063,0.0182,0.0351,0.0,0.0060999999999999995,0.0058,0.0,0.0182,-0.0148,-0.0086,-0.0092,484588076.15,97.08,0.94,,,,,0.07,0.0,2
JPPA11,Títulos e Val. Mob.,99.03,639.0,1.05,0.0105,0.026600000000000002,0.046799999999999994,0.0,0.0089,0.0078000000000000005,0.0,0.026600000000000002,0.0101,0.0207,0.0325,62853667.35,104.07,0.95,,,,,,,0
GALG11,,112.79,9739.0,0.84,0.0074,0.022000000000000002,0.0,0.0,0.0073,0.0,0.0,0.022000000000000002,-0.022099999999999998,-0.0148,0.0404,488220330.69,86.98,1.3,0.0097,-0.0072,0.0024,0.011699999999999999,,,4
HGFF11,Títulos e Val. Mob.,90.26,8535.0,0.55,0.006,0.0175,0.0388,0.0724,0.0058,0.006500000000000001,0.006,0.0175,-0.0245,-0.0187,-0.0387,281119461.64,98.17,0.92,,,,,,,0
CBOP11,Lajes Corporativas,76.93,1329.0,0.49,0.0063,0.0196,0.044199999999999996,0.079,0.006500000000000001,0.0074,0.0066,0.0196,0.0353,0.04190000000000001,0.0891,128387081.9,90.73,0.85,,,,,0.10369999999999999,0.1063,1
AFCR11,Híbrido,113.52,5230.0,1.07,0.0091,0.0265,0.051500000000000004,0.0,0.0088,0.0086,0.0,0.0265,0.026600000000000002,0.036000000000000004,0.044199999999999996,121872381.33,102.65,1.11,,,,,,,0
HGCR11,Títulos e Val. Mob.,108.56,49654.0,0.68,0.0063,0.0182,0.035699999999999996,0.06570000000000001,0.0060999999999999995,0.006,0.0055000000000000005,0.0182,0.0434,0.05,0.0645,1306808981.44,105.62,1.03,,,,,,,0
HGRE11,Lajes Corporativas,136.8,25290.0,0.67,0.0049,0.0139,0.0287,0.0537,0.0046,0.0048,0.0045000000000000005,0.0139,-0.0689,-0.0643,-0.06849999999999999,1999370512.5,169.18,0.81,,,,,0.22699999999999998,0.2532,21
SARE11,Híbrido,97.4,10435.0,0.65,0.0067,0.018799999999999997,0.0259,0.042199999999999994,0.0063,0.0043,0.0034999999999999996,0.018799999999999997,-0.0229,-0.016399999999999998,0.0392,537320487.85,100.35,0.97,,,,,0.0,,3
HSRE11,Híbrido,,,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,824824878.48,96.83,,,,,,0.0,,2
PORD11,Títulos e Val. Mob.,104.0,2402.0,0.86,0.008199999999999999,0.0242,0.0499,0.0926,0.008100000000000001,0.0083,0.0077,0.0242,0.0106,0.0189,0.0355,199123743.91,100.93,1.03,,,,,,,0
BICR11,Títulos e Val. Mob.,92.29,14.0,0.28,0.0029,0.0074,0.015,0.0292,0.0025,0.0025,0.0024,0.0074,-0.024900000000000002,-0.022099999999999998,-0.0176,49900159.74,99.8,0.92,,,,,,,0
EURO11,Logística,205.02,219.0,1.35,0.0066,0.0189,0.0409,0.0629,0.0063,0.0068000000000000005,0.0052,0.0189,-0.0321,-0.025699999999999997,-0.041299999999999996,108721809.07,283.18,0.72,,,,,0.0,,6
RZAK11,Títulos e Val. Mob.,97.25,18564.0,0.5,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,-0.0341,-0.0291,-0.0291,291392700.47,97.07,1.0,,,,,,,0
QAGR11,Outros,53.52,13810.0,0.4,0.0075,0.021,0.035,0.056900000000000006,0.006999999999999999,0.0058,0.004699999999999999,0.016,-0.0083,-0.0009,0.0076,295113336.76,58.55,0.91,,,,,,,12
RBBV11,Títulos e Val. Mob.,97.13,1192.0,0.95,0.009899999999999999,0.0277,0.0562,0.0683,0.0092,0.009399999999999999,0.005699999999999999,0.0277,-0.0415,-0.032,0.0064,125711158.87,100.24,0.97,,,,,,,1
GGRC11,Logística,125.0,26279.0,0.68,0.0055000000000000005,0.0166,0.032,0.061799999999999994,0.0055000000000000005,0.0053,0.0052,0.0166,-0.1167,-0.1118,-0.1016,965036672.12,124.39,1.0,,,,,0.0,0.0,15
CRFF11,Títulos e Val. Mob.,81.0,75.0,0.5,0.0063,0.0176,0.0327,0.0622,0.0059,0.0054,0.0052,0.0176,-0.0199,-0.0137,-0.014499999999999999,64957958.94,94.14,0.86,,,,,,,0
CXRI11,Híbrido,101.47,362.0,0.6,0.006,0.0173,0.0322,0.0729,0.0058,0.0054,0.0060999999999999995,0.0173,-0.015,-0.009000000000000001,-0.107,151255749.01,95.99,1.06,,,,,,,0
